dept_name,gender,emp_no,from_date,to_date,calendar_year,active
Production,F,110303,1992-12-30,1999-12-29,1993,1
Production,F,110303,1992-12-30,1999-12-29,1994,1
Production,F,110303,1992-12-30,1999-12-29,1995,1
Production,F,110303,1992-12-30,1999-12-29,1996,1
Production,F,110303,1992-12-30,1999-12-29,1997,1
Production,F,110303,1992-12-30,1999-12-29,1998,1
Production,F,110303,1992-12-30,1999-12-29,1999,1
Production,F,110303,1992-12-30,1999-12-29,2000,0
Production,F,110344,1991-11-21,1996-11-19,1990,0
Production,F,110344,1991-11-21,1996-11-19,1991,1
Production,F,110344,1991-11-21,1996-11-19,1992,1
Production,F,110344,1991-11-21,1996-11-19,1993,1
Production,F,110344,1991-11-21,1996-11-19,1994,1
Production,F,110344,1991-11-21,1996-11-19,1995,1
Production,F,110344,1991-11-21,1996-11-19,1996,1
Production,F,110344,1991-11-21,1996-11-19,1997,0
Production,F,110344,1991-11-21,1996-11-19,1998,0
Production,F,110344,1991-11-21,1996-11-19,1999,0
Production,F,110344,1991-11-21,1996-11-19,2000,0
Production,M,110386,1994-10-13,1999-10-12,1990,0
Production,M,110386,1994-10-13,1999-10-12,1991,0
Production,M,110386,1994-10-13,1999-10-12,1992,0
Production,M,110386,1994-10-13,1999-10-12,1993,0
Production,M,110386,1994-10-13,1999-10-12,1994,1
